Customer ID,Name,Gender,Age,Email Address,Dietary Preferences,Food Allergies,Health Condition,Disliked Foods,Cooking Skill Level,Budget Range,Common Ingredients,Last Active Time,cannot_eat,Household Size
e4123e9b-b4d0-4c36-aa69-8afe0b3e8b80,Cynthia Khan,Female,50,holly47@example.org,日式,蛋,無,"['冬瓜', '洋蔥', '魚類', '茭白筍', '干貝', '蓮藕']",Beginner,Medium,Chicken,2022-08-16 09:06:51,無,
e4fffb35-345c-48dd-a36d-cb091f151c56,Susan Miller,Male,60,melissa53@example.net,西式,牛奶,無,"['藜麥', '秋葵', '荔枝']",Intermediate,Medium,Eggs,2023-02-03 21:33:53,無,
62ddf3c6-ca38-4f4e-8bc1-ce2a8943f55b,Robin Bowen,Female,52,montgomeryamy@example.com,印度式,蛋,無,"['蒜頭', '小白菜', '芋頭', '草莓']",Expert,High,Chicken,2022-11-19 19:46:49,無,
c5d52989-0f0a-4bd0-8f3e-2ae587eed7d1,Whitney Sweeney,Male,53,johnsonlisa@example.com,歐式,蛋,無,"['皇宮菜', '荔枝', '貝類', '牛肉', '鮮蝦']",Intermediate,Low,Eggs,2024-03-05 15:35:13,無,
1ce84376-c52a-41e1-9e52-313582f6646f,Amanda Olsen,Male,60,jeffreymason@example.com,西式,牛奶,無,"['抱子芥菜', '香蕉', '荔枝', '芥菜', '水果']",Beginner,High,Rice,2022-06-08 21:40:29,無,
9edeb83b-453f-489d-a2ec-b7805bfeec96,Tonya Mason,Female,52,esilva@example.org,韓式,貝類,無,"['蘆筍', '木耳']",Beginner,Low,Chicken,2024-01-27 09:46:40,無,
c6bf6b91-2876-449d-89f6-e8e2f62e5ed8,Veronica Williams,Female,58,nicholasbrown@example.com,歐式,堅果,無,"['干貝', '大黃瓜', '魚類']",Beginner,Low,Rice,2022-08-13 19:46:46,無,
cfe2d47e-2b00-48dc-afc4-def000e01c81,Calvin Holt,Female,59,matthewarellano@example.org,歐式,大豆,無,"['菠菜', '鯧魚', '香蕉', '豬肉']",Intermediate,Medium,Chicken,2022-07-12 15:20:34,無,
37799789-fc6d-4120-92ee-34d0d45853f7,Kevin Martin,Male,48,smallbarbara@example.net,日式,貝類,無,"['南瓜', '小黃瓜']",Expert,Medium,Chicken,2022-05-31 07:01:02,無,
0abd1d89-2e75-4390-a69d-fa61ac81a56f,Erika Jackson,Male,69,oweiss@example.net,東南亞式,魚,無,"['葉菜', '蘋果', '水蓮', '菇類']",Intermediate,High,Chicken,2023-05-05 11:44:22,無,
6c9baa01-4bf3-4cdf-96da-4d57a0a3da1a,Ashley Gonzalez,Female,52,douglas59@example.com,歐式,堅果,無,['桂竹筍'],Beginner,High,Rice,2023-09-09 02:14:36,無,
b89363e9-b3fb-407c-8221-e7212f7fef4a,Carly Torres,Female,52,carolmitchell@example.com,日式,芝麻,無,"['瓜果', '苦瓜', '葉菜', '小黃瓜', '四季豆', '蟹類']",Intermediate,Low,Rice,2022-07-18 20:52:22,無,
481223f2-9843-4fa0-b308-7a3917d6f2e8,Sheila King,Male,54,aspencer@example.com,日式,芥末,無,"['蒜頭', '竹筍', '木耳', '高麗菜', '菇類', '蛋']",Intermediate,Low,Rice,2024-02-08 01:52:47,無,
4f05a77e-d351-4cdf-9abf-cf65b0542017,Brian Harris,Male,54,coreymarsh@example.net,中式,無,無,['蒜頭'],Intermediate,Low,Chicken,2022-10-01 23:45:49,無,
358930de-2d48-45d4-b0e1-6532fadc25c4,Eric Moore,Female,77,smithscott@example.org,韓式,無,無,['鯧魚'],Beginner,Medium,Chicken,2022-07-22 09:46:31,無,
fbb879c9-1b44-4c74-8ce9-57ba2e8fad59,Elizabeth Bird,Male,58,brandonrose@example.com,中式,芥末,無,"['根莖', '栗子']",Expert,Medium,Eggs,2023-12-20 10:48:19,無,
43f14003-ce7b-4693-9e09-3d74dade8923,Martin Davis,Male,49,pjohnston@example.org,韓式,大豆,無,"['芋頭', '莧菜', '薑', '抱子芥菜', '皇宮菜']",Expert,Medium,Eggs,2024-02-24 08:00:45,無,
ca8f4104-0b4b-4c9c-b2fd-ef95e63979d2,Jacob Rowe,Female,56,mrobbins@example.net,日式,無,無,"['杏鮑菇', '干貝', '水果', '鮮蝦', '藜麥', '空心菜']",Intermediate,Low,Eggs,2023-09-24 06:05:00,無,
390a2087-ffd8-4559-a0d6-ba78350e7408,Tyler Crosby,Female,78,jacobmurray@example.com,西式,花生,無,"['蘆筍', '地瓜', '大頭菜', '大黃瓜', '水果', '海藻類']",Expert,High,Eggs,2023-04-18 20:32:46,無,
8fd9e242-e27e-47b8-83ae-0d942c7afb57,William Campbell,Female,47,odonnellamy@example.com,日式,堅果,無,['番茄'],Expert,High,Chicken,2023-07-21 22:13:21,無,
da357219-9807-48be-a113-60a3c47eff49,Michael Cooper,Female,58,bshepherd@example.org,西式,蛋,無,['芥菜'],Intermediate,Low,Chicken,2023-10-24 07:04:24,無,
3abfd43b-6f0c-4381-bd55-f0e56d9e4de0,Leah Massey,Male,51,nicole29@example.net,印度式,芝麻,無,"['菱角', '皇帝豆', '藜麥']",Expert,High,Rice,2024-03-11 03:52:00,無,
b6298aef-fe80-46fe-8eff-dc3feec9f8c9,Jeanette Jones,Female,64,mark85@example.com,西式,貝類,無,"['貝類', '葉菜', '木耳', '鮑魚']",Beginner,Low,Chicken,2022-11-22 08:23:47,無,
d386dcb7-65ae-47a1-b33d-679f8664d89a,Heidi Watson,Female,47,qharper@example.net,印度式,貝類,無,['山藥'],Intermediate,Low,Rice,2023-03-07 18:54:56,無,
1dae5f99-c559-4fbb-9c44-d0aca71257ff,Elijah Lang,Male,80,dpena@example.org,歐式,芥末,無,"['茄子', '青江菜', '空心菜', '芥菜', '酪梨', '菱角']",Beginner,Low,Chicken,2024-02-20 06:11:23,無,
5a42b4b5-a5a3-4c8c-88bb-a1118a8bc7ff,Nicholas Buchanan,Male,60,daniel06@example.net,中式,芥末,無,"['綠竹筍', '鮑魚', '大頭菜', '薑', '豆腐']",Beginner,High,Eggs,2023-01-09 10:06:26,無,
98169a00-1b34-4747-b50e-7cafce9b6742,Kayla Woods,Female,60,jonathonharris@example.net,西式,芝麻,無,"['苦瓜', '四季豆', '皇帝豆', '青椒', '雞肉', '杏鮑菇']",Beginner,Low,Rice,2023-11-19 20:45:00,無,
a8325689-bba7-41af-8f51-79a44556deef,Tracey Adams,Male,62,mark96@example.org,歐式,芝麻,無,"['韭菜', '豆干', '薑', '地瓜', '番茄']",Expert,Medium,Rice,2023-07-10 17:54:38,無,
30f50d30-8de8-46c1-81de-d2152cf98cbc,Kristen Mcpherson,Male,66,andreavelez@example.com,韓式,蛋,無,"['冬瓜', '韭菜', '海鮮', '水蓮', '綠竹筍', '南瓜']",Expert,Medium,Rice,2023-09-27 09:56:09,無,
f5a55a41-dcdd-4127-834e-69487890b6a6,Clifford Jackson,Male,58,millerrobert@example.net,東南亞式,芝麻,無,"['羊肉', '蘿蔔', '小白菜', '青椒']",Intermediate,High,Eggs,2023-11-07 01:17:54,無,
173c0c30-4c67-4056-b1f1-5259c671c8dd,Valerie Brown,Female,50,joshua91@example.net,日式,大豆,無,"['海鮮', '山藥', '牛肉', '芹菜', '馬鈴薯']",Intermediate,Low,Eggs,2023-08-18 10:08:32,無,
cd50ed21-4725-4a36-a741-1024e036d322,Debra Morris,Male,51,kylie35@example.net,東南亞式,芥末,無,"['魚類', '芹菜', '青椒', '海鮮']",Beginner,Medium,Chicken,2024-04-11 23:57:58,無,
2215f23b-546c-471a-b55e-2a5480ae7bfe,Michelle Baldwin,Female,55,alan89@example.net,西式,小麥,無,"['馬鈴薯', '洋蔥', '豆腐']",Expert,Low,Chicken,2023-12-26 17:30:14,無,
de715cc6-b343-4ab3-97a5-86ebc80b5fe7,Shannon Anderson MD,Male,74,marie28@example.net,韓式,魚,無,"['小黃瓜', '桂竹筍', '鯧魚']",Beginner,Medium,Rice,2022-10-19 04:34:41,無,
edb2b3b1-5ca2-4877-b8ea-2c362ca93cab,Angela Phillips,Female,49,elizabeth56@example.com,韓式,堅果,無,"['蘋果', '南瓜', '菱角', '青椒', '水果']",Beginner,High,Chicken,2023-11-10 00:02:54,無,
da1b93f8-e4d1-4848-959a-dff345160162,Taylor Hansen,Male,71,igarcia@example.net,韓式,大豆,無,"['青江菜', '葉菜', '蓮藕', '大黃瓜', '南瓜', '水果']",Expert,Low,Chicken,2023-10-08 22:53:15,無,
61fe7359-7257-44d5-b2e9-bdd128d97374,Erik Boone,Female,53,phodges@example.com,東南亞式,無,無,"['蘆筍', '紅豆', '蒜頭', '花椰菜', '透抽', '木耳']",Intermediate,High,Rice,2023-02-26 01:15:36,無,
56d568af-a540-4f0f-88a5-facd633670b8,Frederick Wyatt,Female,77,rodriguezamanda@example.org,東南亞式,小麥,無,"['地瓜', '鯧魚', '芥菜', '羊肉']",Expert,High,Eggs,2024-02-15 14:50:25,無,
224ab782-9817-4ef2-8c8f-88d3caeef965,Brandon Jensen,Male,80,campbelljames@example.com,西式,貝類,無,"['瓜果', '皇宮菜', '櫛瓜', '茭白筍']",Intermediate,High,Rice,2022-08-04 23:34:57,無,
6e987afc-6683-48d5-8a42-b2d6c23bc9e3,Joshua Sullivan,Male,72,sjames@example.org,歐式,貝類,無,['苦瓜'],Expert,Medium,Rice,2023-07-19 08:08:04,無,
ef659766-c80c-4e26-b53c-c607c64579ad,Whitney Jennings,Female,66,evansmelanie@example.com,日式,蛋,無,"['芒果', '玉米', '牛肉', '藜麥']",Beginner,Medium,Rice,2024-05-01 05:12:53,無,
6db68fd8-a822-4dea-8800-67ce890b2c76,William Lewis,Male,66,charleslopez@example.com,中式,大豆,無,"['青江菜', '烏魚']",Expert,Low,Chicken,2023-12-27 15:51:31,無,
2a9ea100-20e9-4bbc-9ead-7fc1d3b81abf,Joseph Nelson,Male,67,gharrell@example.net,日式,無,無,"['竹筍', '藜麥', '茼蒿']",Beginner,Low,Rice,2023-11-16 21:54:21,無,
0a13e544-4c29-4148-85f7-35d95092d7d3,Joshua Jackson,Male,48,riverajustin@example.org,印度式,芥末,無,['苦瓜'],Expert,High,Rice,2023-01-24 08:24:14,無,
aac879ba-ec98-4c23-921b-f2b8a271b27d,Melissa Cabrera,Female,47,corey70@example.com,印度式,牛奶,無,"['番茄', '綠竹筍', '長豆']",Beginner,High,Chicken,2024-01-20 14:46:42,無,
b41c8dd0-14e5-4988-b3d2-4e26b358747a,Andrew Miranda,Male,79,lauren61@example.net,韓式,大豆,無,"['空心菜', '蘿蔔', '花椰菜', '小白菜']",Expert,Low,Chicken,2023-03-27 12:31:40,無,
337aea4b-5d53-4810-a144-199f2dfa16ad,Valerie Stokes,Female,60,joyce80@example.com,東南亞式,芝麻,無,"['草莓', '紅蔥頭', '干貝', '木耳', '番茄']",Expert,High,Chicken,2023-05-05 01:07:51,無,
39dfa833-552a-41b1-980c-b3b59def93a2,Jill Wilcox,Female,52,vincentduncan@example.com,日式,芝麻,無,"['魚類', '竹筍', '蛋', '青椒']",Intermediate,High,Rice,2022-12-19 16:04:47,無,
46b0b1d4-4031-4ce5-a8ac-31533febec19,Willie Spencer,Male,67,csullivan@example.com,日式,大豆,無,"['蘿蔔', '皇帝豆', '綠竹筍', '青椒', '豆皮']",Expert,Low,Rice,2023-02-04 22:51:34,無,
d1d9b634-3858-48da-83a2-6c5403c0911a,David Dunn,Male,45,ntaylor@example.net,韓式,蛋,無,"['豆皮', '鯧魚', '長豆', '雞肉', '冬瓜', '菱角']",Expert,Medium,Rice,2023-10-25 04:25:14,無,
e3812a2e-4dc4-449c-8553-2f4858b1d7c6,Jimmy Rose,Female,73,michael50@example.com,東南亞式,牛奶,無,"['菇類', '荔枝', '蓮藕', '菱角']",Intermediate,Low,Rice,2023-09-25 16:14:33,無,
5cdee993-4533-468b-be28-e1ead9de7454,Mark Sanchez,Male,71,charlespatterson@example.org,東南亞式,芝麻,無,"['荔枝', '青江菜', '空心菜', '豆皮', '水蓮', '油菜']",Intermediate,High,Eggs,2022-08-08 08:09:18,無,
c50ff7c3-5904-43cc-a55e-6683460a4f81,Samantha Ortiz,Female,46,bradley64@example.net,東南亞式,貝類,無,"['蘿蔔', '綠竹筍', '菱角', '根莖']",Intermediate,Medium,Eggs,2023-07-30 08:21:06,無,
8e792060-d4c3-4520-8ad3-918b4e4fe2d7,Joshua Bishop,Female,47,manuelball@example.com,韓式,無,無,"['芥菜', '雞肉', '香蕉', '蒲瓜', '酪梨']",Expert,Medium,Rice,2022-05-24 10:19:16,無,
a71f6f67-7e28-440d-a41f-ac6a913a0bab,Melissa Ross,Female,64,fosterroger@example.com,歐式,芹菜,無,"['海鮮', '苦瓜', '大頭菜', '栗子']",Beginner,Medium,Chicken,2022-05-27 18:02:02,無,
f2c35772-6d95-42f7-8262-8cbb5042c509,Lauren Manning,Male,53,robert07@example.com,印度式,堅果,無,"['茭白筍', '皇帝豆', '皇宮菜', '蒲瓜', '玉米筍', '花白菜']",Beginner,High,Eggs,2022-10-21 16:36:27,無,
13e8264e-26bf-4e89-9b1a-ed53cd7910cd,Angela Avery,Male,45,reynoldsnicholas@example.com,韓式,花生,無,"['油菜', '海藻類', '蓮子', '魚類']",Intermediate,High,Eggs,2022-10-20 10:07:24,無,
1ed1c841-cbaf-43c6-80e5-42c6d6f75d68,Tiffany Smith,Female,58,harrisadrian@example.org,韓式,芥末,無,"['木耳', '油菜', '山藥', '小黃瓜']",Intermediate,Medium,Eggs,2022-11-03 15:32:44,無,
865db009-882a-4341-a30b-fb240ce1b0f1,Andrew Marshall,Male,64,nlynn@example.net,東南亞式,芹菜,無,"['玉米', '綠竹筍', '薑']",Expert,Medium,Chicken,2023-08-27 19:40:49,無,
b5a93715-dc88-4df0-be4d-d19705e105a1,Sara Williamson,Female,61,ehardy@example.org,日式,牛奶,無,"['干貝', '根莖', '蒜頭', '菱角', '絲瓜']",Intermediate,Medium,Eggs,2024-04-05 22:14:56,無,
778f5629-122c-4099-a447-821dc138467e,Shannon Rodriguez,Male,62,jordangraves@example.net,西式,小麥,無,"['杏鮑菇', '鮑魚', '櫛瓜']",Intermediate,Medium,Chicken,2023-01-24 18:53:47,無,
94ee2d2a-9dac-44ea-b69b-1cb05cd44c4d,Diana Knight,Male,74,ymurray@example.org,韓式,蛋,無,"['金針菇', '蛋', '烏魚子']",Beginner,Medium,Rice,2023-03-26 09:20:45,無,
20180309-3fb3-40a6-87fa-a75fd78a3980,Michael Simon,Female,67,stacyramos@example.com,日式,芝麻,無,"['蒲瓜', '酪梨', '蓮藕', '雞肉', '玉米筍', '豆皮']",Expert,Low,Eggs,2022-06-01 13:37:09,無,
f1dafadd-7629-45fb-9bdb-4512ced3a9b6,Maria Luna,Male,71,jadeking@example.org,中式,堅果,無,"['烏魚', '竹筍']",Expert,Medium,Rice,2023-10-14 06:03:08,無,
7f06f1e8-bd57-4282-85d2-c920c414ed0a,Jessica Cunningham,Male,57,uanderson@example.net,日式,芹菜,無,"['桂竹筍', '海藻類']",Expert,High,Chicken,2022-05-23 19:21:09,無,
4f262539-7a4e-4153-9c78-3be1d07ea131,Bailey Rogers,Female,56,edwardsbryan@example.net,印度式,魚,無,"['洋蔥', '皇帝豆', '牛肉']",Beginner,High,Eggs,2023-02-11 07:22:25,無,
e3a08c99-6b34-492f-a15e-7afe31495ee6,Grace James,Male,63,hooverkathryn@example.org,中式,花生,無,"['豆干', '桂竹筍']",Beginner,Low,Eggs,2023-05-27 20:44:26,無,
6ef3c91c-0a5d-4231-8f91-a52273793e5e,Christian Johnson,Male,66,markortiz@example.org,西式,小麥,無,"['韭菜', '酪梨']",Expert,Medium,Chicken,2024-01-05 15:40:30,無,
750d4854-8461-43fa-acd9-2e3c66f40e63,Michael Miller,Male,50,alexandernatasha@example.net,韓式,小麥,無,"['苦瓜', '栗子', '南瓜', '木耳', '水蓮', '干貝']",Beginner,Medium,Rice,2024-05-07 08:37:18,無,
eef589b4-0a8e-4ab7-b376-b2bc0edcc5d2,Joseph Wilson,Male,51,fharrison@example.com,西式,芝麻,無,"['茭白筍', '皇帝豆', '杏鮑菇', '四季豆', '南瓜', '青江菜']",Beginner,Medium,Rice,2022-10-10 06:51:38,無,
05b51b1a-e514-4238-b39c-28a389f10199,Brian Obrien,Male,51,williamssuzanne@example.org,日式,貝類,無,"['荔枝', '莧菜']",Beginner,Low,Eggs,2022-06-09 15:26:45,無,
9bb64a6d-f49c-4b6d-bcd9-c080d8f693e6,Christopher Martinez,Female,55,jenniferschultz@example.org,西式,魚,無,"['莧菜', '豬肉', '櫛瓜']",Intermediate,High,Eggs,2023-08-27 12:14:24,無,
944ace8e-06ae-4777-b1e2-a4363a01f40f,Todd Bennett,Female,59,duncanchristian@example.net,日式,牛奶,無,"['雞肉', '油菜']",Beginner,Medium,Chicken,2023-04-21 12:28:09,無,
77018c69-f477-478b-a5e0-c33d4f90ef35,Dr. Casey Young MD,Female,52,pateljames@example.org,日式,貝類,無,"['葉菜', '香蕉']",Intermediate,Low,Rice,2023-08-21 10:36:10,無,
6305e972-5fba-4ee4-af10-f4b0c23d3de7,Ashley Mcmahon,Female,64,jorge04@example.com,韓式,芝麻,無,['長豆'],Intermediate,Low,Eggs,2023-06-29 07:49:23,無,
2eb54fe4-0fd2-4a38-bf41-bc1b7834fd28,Tyrone Larson,Female,60,jamie63@example.org,中式,芥末,無,"['海鮮', '高麗菜', '芋頭', '芥菜', '栗子']",Expert,High,Chicken,2022-11-25 19:21:12,無,
0fdf44e8-f962-4c47-95e7-9617c3a62a80,Kim Nguyen,Female,70,jonathankelly@example.net,日式,堅果,無,"['玉米筍', '空心菜']",Expert,High,Rice,2023-03-19 06:29:38,無,
9f66100d-f762-40bf-bd8e-f4cc30429407,Brooke Knapp,Male,46,daniel54@example.org,日式,大豆,無,"['綠竹筍', '荔枝', '抱子芥菜', '干貝', '海鮮']",Expert,Medium,Rice,2023-03-13 02:42:57,無,
f1dcb5dd-3375-4d6e-ab4c-20a85ab85f65,Joel Lopez,Female,61,ernest14@example.org,中式,牛奶,無,"['蟹類', '莧菜']",Beginner,High,Rice,2023-12-10 12:54:19,無,
3020d573-c39e-41a0-a8d7-1ad1689baa76,Monica Wiggins,Male,46,millerwilliam@example.org,日式,貝類,無,"['鮮蝦', '貝類', '鯧魚']",Expert,Low,Chicken,2023-06-24 04:00:53,無,
a4b8a87a-a215-4908-ae51-e77cbab434e7,George Higgins,Male,60,cwallace@example.net,西式,芹菜,無,"['酪梨', '豆干', '蘋果']",Intermediate,Medium,Chicken,2024-01-07 13:50:36,無,
99e07825-f5c0-462a-b28f-62fd8b0c5a74,Mr. Joshua Mitchell,Female,55,justinwheeler@example.com,韓式,牛奶,無,"['鮑魚', '木耳', '茭白筍', '透抽', '蒲瓜']",Intermediate,Low,Rice,2023-10-02 11:37:34,無,
c79ced0e-f04f-4273-8c82-fbbe67e3b6ef,Wayne Castaneda,Female,53,pwatkins@example.org,韓式,貝類,無,['苦瓜'],Intermediate,Low,Rice,2024-02-24 21:13:17,無,
9bfdd5b3-930a-4c3e-bb14-0fbac128584e,Paul Rose,Female,64,thomasboyd@example.com,歐式,無,無,"['荔枝', '地瓜', '大頭菜', '茼蒿']",Intermediate,Low,Chicken,2024-04-29 09:20:04,無,
2bebec5f-f106-4637-ae1c-ba7b8fa4b060,Kristi Myers,Male,70,klucero@example.org,西式,芝麻,無,"['茄子', '小黃瓜', '高麗菜', '海鮮']",Expert,Low,Eggs,2023-05-24 16:37:15,無,
a18f1606-0bb9-4000-a5c2-20b968beb2d3,Vernon Nguyen DDS,Male,66,cookenathan@example.com,日式,貝類,無,"['酪梨', '長豆', '鮑魚']",Expert,Low,Eggs,2022-07-15 20:12:39,無,
05792c8a-d673-48a7-beb7-8160755896dc,Jessica Harris,Female,51,youngkeith@example.org,韓式,小麥,無,['海藻類'],Intermediate,Medium,Rice,2023-01-25 09:15:32,無,
41e7ab5d-7942-473b-be3c-9c626aa07042,Kendra Martinez,Male,79,robersonluis@example.com,日式,芥末,無,"['藜麥', '雞肉']",Beginner,Low,Eggs,2023-11-05 16:33:23,無,
f6f73d3a-ed1b-4561-99dd-6bdf18c82199,Keith Higgins,Female,79,alyssa87@example.com,西式,魚,無,"['豆皮', '魚類', '海鮮']",Expert,Low,Eggs,2023-04-15 07:43:12,無,
7cea28e5-7b37-4ccb-ae24-accde46f8960,Rachael Kemp,Male,74,jennifer41@example.com,歐式,堅果,無,"['洋蔥', '芥菜', '抱子芥菜', '豆腐', '海鮮', '貝類']",Intermediate,Low,Eggs,2023-09-04 00:53:10,無,
a0d2dede-4362-411a-a020-49033d205a50,Laura Martinez,Male,76,marilynbrown@example.org,西式,大豆,無,"['油菜', '菇類', '鯧魚', '紅豆']",Beginner,High,Chicken,2022-06-06 12:08:32,無,
3f042f87-4e55-458d-9a60-5e3040ba9122,Emily Meadows,Male,79,johnholland@example.net,東南亞式,芥末,無,['菱角'],Beginner,Medium,Chicken,2023-03-11 07:44:31,無,
870b5b08-7867-4b58-8ac3-14972e88a37a,Michaela Freeman,Female,71,michael98@example.com,東南亞式,芝麻,無,['酪梨'],Expert,Medium,Chicken,2023-06-03 02:52:08,無,
31e7343a-d9e7-491e-975f-f453e249f1e5,Zachary Ellis,Male,70,elizabeth80@example.net,日式,蛋,無,"['小黃瓜', '蘿蔔']",Expert,Medium,Eggs,2022-12-18 13:18:04,無,
f36c2607-151a-488f-87b9-09733794accb,Richard Gibbs MD,Male,70,vsmith@example.net,中式,小麥,無,"['油菜', '蟹類', '大黃瓜', '櫛瓜', '玉米']",Expert,Low,Eggs,2023-10-29 08:46:21,無,
e9152392-da04-4d2d-a032-3be940497dc7,James Nolan,Male,49,martinjennifer@example.net,西式,蛋,無,['酪梨'],Beginner,Low,Chicken,2023-07-04 09:40:46,無,
33717ca1-aece-47b6-93ef-4e7dc3882d4a,Amanda Flores,Female,64,brownjordan@example.org,東南亞式,小麥,無,"['干貝', '蓮子']",Beginner,Medium,Rice,2023-12-29 02:17:44,無,
87ab443c-55bf-4a94-9b26-53b7a028b0ff,Wendy Williams,Female,59,noah04@example.net,中式,貝類,無,['高麗菜'],Intermediate,Medium,Eggs,2023-01-05 15:11:24,無,
898fb4a9-a215-4d9e-a728-13e762a4a1a6,Todd Hodges,Female,74,mcintoshkelsey@example.com,西式,花生,無,"['大黃瓜', '水果', '瓜果', '鮑魚', '鯧魚', '栗子']",Expert,Medium,Rice,2022-07-24 00:41:53,無,
7c1510ef-7dae-4486-8097-8ca432d00150,Nina Patel,Female,45,lisa74@example.com,韓式,大豆,無,"['南瓜', '蘆筍']",Expert,High,Rice,2024-04-05 15:34:26,無,
35726160-ebee-428f-8748-70a6385b4fc9,Stephen Hale,Female,46,robin38@example.org,印度式,魚,無,"['芥菜', '草莓', '南瓜']",Beginner,High,Rice,2023-01-30 08:59:21,無,
695846e8-0bf8-4532-b7f3-5f2a6e0de587,Bryan Hawkins,Male,70,andersonchristopher@example.com,西式,牛奶,無,"['金針菇', '韭菜']",Beginner,Low,Eggs,2022-11-27 09:13:04,無,
a8a0fd17-f788-477e-893f-1de254fd8e1a,Martha Johnson,Male,69,daltonpayne@example.com,歐式,芹菜,無,"['蘆筍', '芥菜', '海鮮', '木耳', '貝類', '透抽']",Beginner,Low,Eggs,2023-06-11 09:22:26,無,
87a60b94-ba9f-43fa-ade5-14518f8e9dce,Tabitha Rowe,Female,71,ealvarado@example.com,中式,魚,無,['蟹類'],Intermediate,Low,Rice,2023-02-08 14:51:56,無,
6ae40f7e-a1bc-404a-9aee-fed9b033243b,Robert Holmes,Male,49,brian25@example.org,歐式,堅果,無,"['空心菜', '荔枝', '鯧魚', '蒜頭', '羊肉']",Beginner,High,Chicken,2022-08-19 17:45:48,無,
11fde421-f02e-4a72-96d6-d8ebd47e05e8,Kristi May,Male,58,gregoryyoung@example.net,西式,魚,無,"['海鮮', '海鮮', '杏鮑菇', '瓜果']",Expert,Low,Rice,2023-08-09 16:01:01,無,
809c0959-1082-4477-8ce2-c409a7fe1647,Hannah Welch,Male,47,droman@example.com,中式,蛋,無,"['荔枝', '茄子', '葉菜', '馬鈴薯']",Beginner,Medium,Chicken,2023-12-28 18:04:46,無,
e3fa92aa-e104-4945-8076-841f3b0782b4,Timothy Miller,Male,66,paul36@example.org,韓式,大豆,無,"['透抽', '芥菜', '小黃瓜', '櫛瓜', '苦瓜', '魚類']",Intermediate,Medium,Eggs,2024-01-27 06:59:50,無,
7adb34db-d668-4979-a2dc-497d3803f32d,Sheri Brock,Male,70,xrose@example.com,西式,蛋,無,"['荔枝', '綠竹筍', '葉菜', '蘿蔔']",Beginner,Low,Rice,2023-02-21 00:19:55,無,
58825e75-3fd9-4daa-9796-cd4c8b3d63e1,Jacob Thompson,Female,68,paynelouis@example.org,日式,大豆,無,"['芥菜', '透抽', '鮑魚', '空心菜']",Intermediate,Medium,Eggs,2023-06-10 07:45:09,無,
3b686674-3f3e-4b2c-a428-63d08b39482d,Samantha Hall,Female,67,ssosa@example.net,韓式,大豆,無,"['油菜', '魚類']",Beginner,Medium,Rice,2024-03-15 10:58:18,無,
