Vendor ID,Name,Gender,Age,Phone Number,Email Address,Area,Start Time,End Time,Daily Income,Sales Type,Top Selling Products,Product Source,Registration Date,Last Active Time,Rating
3c7e098e-bb1e-4bde-a9ff-021b40a7f859,Jennifer Wilson,Other,65,2644190030,cameronenglish@example.com,Nielsenshire,16:57:48,11:11:44,251.66,Cash,Herbs,Local Farm,2022-02-14,2024-04-12 17:47:59,4
22136654-6191-4c01-914b-56ad7da1efec,Amanda Carter,Female,55,+1-853-859-6922x97995,fjohnson@example.org,Robertmouth,19:21:04,10:11:34,174.15,Mobile Payment,Herbs,Wholesale Market,2020-02-08,2024-04-11 15:17:26,5
4ecbe58b-6158-4d8c-80f4-37d1c304ba20,Jeremy Hall,Other,25,+1-927-268-9960x9509,lisaoneill@example.net,North Lindsay,06:32:20,14:31:12,378.84,Mobile Payment,Herbs,Local Farm,2021-07-17,2024-04-06 01:15:45,1
c69acf08-d6dc-4437-8dec-982acaab31e4,Joseph Galvan,Other,43,(318)249-7719x27002,ymahoney@example.org,Port Frankton,15:37:57,05:21:17,351.16,Mobile Payment,Fruits,Wholesale Market,2022-02-22,2024-04-17 02:12:45,3
d0953156-b14c-44a6-8f8e-24b7226693a1,Amber Lee,Other,64,9119952365,nrichards@example.org,West Gregory,10:19:45,16:05:49,491.76,Cash,Herbs,Imported,2023-03-23,2024-04-22 16:17:51,3
648c84ff-5f9b-432b-85e9-fa8e18e21623,Ashley Hampton DDS,Other,64,228-970-1701,allisonlopez@example.org,Taylormouth,06:32:14,15:15:59,490.82,Credit Card,Herbs,Local Farm,2022-11-23,2024-04-07 06:41:30,5
f6bba22d-785e-410c-954a-847b7b03aeb5,Francis Morrison,Male,60,625.256.3768,oterry@example.org,Johnsonport,12:06:53,09:13:13,265.58,Mobile Payment,Organic Produce,Wholesale Market,2023-07-25,2024-04-17 13:51:45,4
046ab9cb-33cd-4f6e-b368-b041bb4dfe70,William Williams,Male,49,(597)798-0059x21200,mendezsamuel@example.com,Weststad,20:58:08,20:38:38,255.34,Credit Card,Vegetables,Imported,2020-03-13,2024-04-19 19:45:43,5
aa0ec435-2c52-44c7-ac52-6e5883bd4319,Kim Lin,Other,30,+1-822-264-3836x4629,monica99@example.net,Ramirezmouth,19:43:23,21:50:02,318.65,Cash,Herbs,Local Farm,2021-01-26,2024-04-15 08:36:02,1
55f7bc37-e3e1-4ea5-a862-ff453116cc74,Caitlyn Payne,Other,24,225.650.7518,john30@example.org,Cobbview,20:51:35,13:00:19,422.96,Cash,Vegetables,Local Farm,2022-11-20,2024-04-18 19:08:45,1
9e88958b-266e-4d7c-8f87-ea1583e25a41,Amber Lang,Female,34,845.610.9676x27441,willisdevon@example.org,Ritatown,02:51:46,19:14:59,468.51,Credit Card,Herbs,Imported,2020-02-25,2024-04-12 15:06:52,4
ab342c5a-366c-45e9-8910-6728c8b51a3a,Oscar Armstrong,Female,24,(597)567-9136,robert69@example.org,Dunlapbury,00:35:21,20:25:33,490.08,Mobile Payment,Organic Produce,Imported,2022-10-03,2024-04-07 19:15:19,5
b46c3969-8d0b-4ab8-94bb-042903058582,Thomas Smith,Other,21,297.334.4697,rboone@example.org,Jenningsborough,03:24:17,21:31:07,134.25,Cash,Fruits,Wholesale Market,2022-09-03,2024-04-20 23:17:59,3
0b2a8c4d-21ff-4258-94cb-c0d5209fb002,Jamie Buck,Female,66,296-444-8730x4761,douglas14@example.org,West Brenda,17:28:54,15:27:42,117.98,Credit Card,Organic Produce,Local Farm,2020-02-04,2024-04-25 23:17:38,3
26181a4c-992d-499a-8cee-6826eee85583,Vanessa Lewis,Male,62,(662)652-4830,bradleyolson@example.com,North Brandon,18:29:46,06:38:46,86.51,Credit Card,Fruits,Wholesale Market,2022-05-06,2024-04-01 19:05:22,3
71d1ca2b-c8f5-4808-b6fa-11ad337d112b,Alexa Mccarthy,Other,63,001-569-455-6924x88572,sharon02@example.com,Mariaburgh,22:16:48,12:21:23,240.91,Cash,Herbs,Local Farm,2020-04-30,2024-04-25 01:16:19,2
e902db45-19d5-42ed-9e71-c9b80719ebb5,Michael Simmons,Other,31,753-423-8000x0919,lori98@example.com,New Steven,18:47:00,01:32:11,136.65,Mobile Payment,Fruits,Local Farm,2020-06-06,2024-04-11 02:47:41,5
cda26be1-67e9-413a-93f3-510ddb2aa156,Ashley Sanchez,Male,52,546.690.2935x470,jose12@example.org,Jonathanstad,10:37:56,08:05:47,274.72,Credit Card,Herbs,Imported,2023-05-11,2024-04-10 15:36:53,2
a64f269e-9e28-4112-8fd6-8a647b002024,Tonya Huynh,Other,41,569-541-7121,philliptanner@example.com,East Megan,15:13:58,18:38:43,242.09,Credit Card,Fruits,Wholesale Market,2020-05-20,2024-04-09 23:32:58,3
2295da68-4867-4b5e-b783-0bc5db2ab152,Kristina Anderson,Male,52,3289157244,edwin68@example.net,Cabreraport,01:50:20,03:00:23,182.8,Cash,Organic Produce,Imported,2020-03-10,2024-04-25 02:07:51,5
eed86adf-640a-4240-b5cf-0d34ecfcb874,Karen Knapp,Other,56,979-886-0505x77222,iallen@example.org,Alvarezchester,00:44:54,16:56:51,334.1,Cash,Fruits,Wholesale Market,2020-08-05,2024-04-15 22:52:59,1
46520207-ac29-4bde-b3a9-89dfec87d1ae,Danny Johnson,Male,50,001-737-879-9484x27745,fitzgeraldsierra@example.net,Hubbardhaven,23:52:24,18:08:03,352.45,Credit Card,Vegetables,Local Farm,2022-05-09,2024-04-10 02:19:40,2
ae050998-4add-4406-abd4-e98b95db3d5b,Stacy Gomez,Female,38,929.703.9481x4802,bergerkristen@example.net,West Timothy,07:34:12,21:19:32,291.75,Cash,Vegetables,Imported,2020-09-30,2024-04-23 22:22:49,4
237db3df-7b94-416e-8271-5c2c9ade2fe6,Kelly Richard,Female,25,580.423.7924x15452,jaime14@example.net,Lake Cassie,23:38:08,10:27:18,372.64,Mobile Payment,Organic Produce,Wholesale Market,2020-10-02,2024-04-08 08:05:55,4
c75df1b6-c5d8-4097-adb2-175bf9ba02fd,Michael Perez,Other,39,4624373248,tiffany83@example.com,Port Jonathanfort,18:49:55,19:43:44,469.19,Cash,Vegetables,Local Farm,2020-01-17,2024-04-04 22:17:54,5
be684e8f-bd25-4058-9606-cfa33e30b040,Christopher Vaughan,Male,46,(885)760-3127x92684,alyssa99@example.org,Kristopherhaven,20:28:56,07:47:46,56.88,Cash,Vegetables,Local Farm,2022-11-17,2024-04-03 03:41:51,2
8f7e554d-cd79-416e-a755-33ecf12656e8,Brooke Park,Female,57,980-605-1195x68256,schultzamy@example.org,New Cory,09:19:03,04:04:46,427.79,Credit Card,Vegetables,Imported,2022-09-23,2024-04-04 15:33:22,5
cf3006f7-7ed9-4738-bf6a-609ffe3197e5,Brian Holden,Female,26,(325)839-3601,charlessingh@example.org,Armstrongville,09:57:07,14:14:12,451.37,Credit Card,Organic Produce,Imported,2021-01-17,2024-04-05 16:46:13,5
3fa19ba0-927b-4db3-ae01-28f98e69a0de,Stephanie Allen,Male,52,001-890-320-4958,andrew54@example.org,Karenland,21:03:18,04:08:01,295.64,Cash,Organic Produce,Wholesale Market,2023-09-15,2024-04-04 22:14:32,3
ad24b58a-6dd7-45f8-bab4-590203a8505e,Jacob Harris,Other,31,(360)931-2205,robinsalazar@example.org,Port Peterchester,04:32:04,11:25:54,200.03,Mobile Payment,Herbs,Wholesale Market,2020-09-06,2024-04-04 20:29:55,3
6e998d67-6783-49f1-ab38-85f39aba8418,Robin Cochran,Male,57,+1-848-356-2353x7192,danielsjoshua@example.org,Woodfort,03:15:11,17:37:08,178.48,Credit Card,Organic Produce,Wholesale Market,2023-11-10,2024-04-04 15:02:57,2
adc649a6-32a6-4ef7-a642-2cdf076288c2,Matthew Fuller,Male,29,541-857-7254,theresabranch@example.org,South Candicefurt,17:35:04,06:26:18,416.7,Mobile Payment,Organic Produce,Wholesale Market,2023-06-22,2024-04-11 02:49:24,1
74cbfdf7-d960-47c4-87b2-d7af9e4a8ef6,Lisa Flores,Female,22,4328444355,barrettmelinda@example.com,Port Sierra,08:10:42,21:07:20,204.13,Cash,Organic Produce,Local Farm,2022-08-24,2024-04-22 07:37:36,3
57b2f7f8-5f19-4175-b601-38f1d37c02b0,Nancy Williams,Female,23,+1-484-881-5862x5253,wmelton@example.com,Brownborough,23:24:42,12:17:01,236.13,Cash,Fruits,Wholesale Market,2022-11-25,2024-04-06 10:56:25,1
bae298ff-230a-4837-9c58-47f1a9081697,Tiffany Paul,Other,52,240-805-5118,nicholas37@example.org,North Johnside,11:37:45,06:08:24,102.31,Mobile Payment,Organic Produce,Local Farm,2020-03-23,2024-04-16 08:51:00,5
703013b6-cb6e-4d01-bf9d-67f1731b2f5f,Paul Love,Other,27,247-607-7688,hallchristian@example.net,Christopherton,01:26:29,00:16:20,326.02,Mobile Payment,Organic Produce,Wholesale Market,2019-05-21,2024-04-13 22:17:47,2
f543d377-c8ac-4e35-af7f-1ceee4bd4df0,Samuel Robinson,Female,41,001-616-314-1663x7999,juliegreene@example.com,Monicabury,03:44:18,17:23:05,215.25,Cash,Vegetables,Local Farm,2023-08-11,2024-04-03 00:56:38,3
2455662b-4c65-4691-aef4-0399ef196bca,Phillip Estrada,Male,66,759-256-0491x6074,houstonthomas@example.net,Mclaughlinport,00:11:32,02:44:51,423.17,Credit Card,Fruits,Wholesale Market,2022-06-28,2024-04-05 08:33:49,3
1c9c4a33-9f5d-4655-bacc-bd66d37df8fa,Hannah Johnson,Female,33,+1-340-718-4618x60839,ismith@example.org,Lake Steven,11:21:55,23:53:31,58.98,Credit Card,Organic Produce,Imported,2022-07-03,2024-04-20 22:03:23,1
a984b9b3-bb52-4e12-8acd-75c3537132e7,Jeremiah Powell,Female,34,(882)907-3427,btorres@example.org,Williamsberg,02:27:59,23:19:26,333.21,Mobile Payment,Herbs,Imported,2024-01-18,2024-04-08 00:17:11,2
224b7c1a-2c74-40ee-832a-38e5367ece9d,Norma Cross,Other,40,867.617.2058x433,cowanmark@example.org,Elliottport,07:18:25,20:13:30,113.38,Credit Card,Herbs,Local Farm,2022-12-23,2024-04-16 15:52:07,2
3749329c-e3c1-4ab4-b356-f2ae6a780750,Joshua Moore,Female,68,377-359-0236,qgarza@example.net,Port Amyhaven,18:37:49,20:35:48,380.06,Credit Card,Fruits,Wholesale Market,2024-03-29,2024-04-04 05:23:05,5
54c938a3-d141-4ce8-b587-9a483cfb58f7,Leah Nichols,Male,25,531.917.1640x19044,qrobinson@example.org,West Tinastad,21:22:04,20:11:37,65.77,Mobile Payment,Fruits,Local Farm,2019-07-31,2024-04-23 21:53:26,2
8c3f8d21-0f23-43cd-88ac-793b6f2ac128,Nicole Mcneil,Other,58,(513)287-1799x9342,matthew67@example.org,Lake Cody,10:39:57,03:22:53,284.57,Cash,Fruits,Wholesale Market,2024-03-28,2024-04-08 20:09:43,4
dae17f95-de32-4ac0-b326-c0a3f8fd2fd8,Kimberly Gonzales,Female,48,709.511.1461x18316,ffisher@example.com,Ramirezburgh,02:55:06,09:30:46,52.49,Mobile Payment,Herbs,Imported,2023-10-18,2024-04-24 16:28:11,2
afd70005-77d8-4559-9f8a-b7470dfc8509,Bethany Gonzalez,Male,50,851-970-7337x81415,dixonshannon@example.net,Johnsonview,23:59:34,22:02:55,87.88,Cash,Vegetables,Wholesale Market,2022-07-01,2024-04-14 03:12:59,2
d69d5802-4e75-4648-bed5-5ffbe31a16e1,Michael Thompson,Male,56,(959)517-1874,dgarrett@example.org,East Ashley,19:32:56,07:23:50,458.16,Mobile Payment,Fruits,Local Farm,2020-06-18,2024-04-21 09:58:33,2
062eed1a-4975-4dca-9d83-e33eba656bbb,Michael Parks,Male,60,313.471.6774,rrodriguez@example.org,North Marybury,13:24:20,05:42:22,134.49,Mobile Payment,Organic Produce,Local Farm,2019-06-29,2024-04-17 07:15:07,3
9a47f897-c14b-4883-a2be-cde34066a29f,Stephen Robbins,Male,38,399.616.0635x24138,jose87@example.org,Robertfort,02:50:21,08:36:28,134.56,Mobile Payment,Fruits,Wholesale Market,2023-03-22,2024-04-07 05:46:33,4
c506b057-280a-4ad1-8571-323eaa99512a,Renee Harper,Female,27,001-721-809-7690x6552,smithjesse@example.org,West Michelleview,10:38:47,10:34:35,411.46,Mobile Payment,Herbs,Wholesale Market,2024-01-10,2024-04-10 13:24:33,2
0a7d926a-2fa0-48ff-8361-6a0eac597b54,Natalie Scott,Other,49,(948)623-7354,leslie50@example.org,Lake Michellebury,01:48:26,11:24:45,288.95,Mobile Payment,Organic Produce,Imported,2019-06-18,2024-04-19 20:54:55,1
77e37f00-e34f-4866-bf1b-1f35f0203322,Rodney Harris,Other,30,941-603-4148,mcintyrecole@example.com,Michaeltown,17:59:52,21:13:57,349.61,Credit Card,Organic Produce,Wholesale Market,2023-10-21,2024-04-03 12:19:40,3
4862ba15-08d2-4b4c-a8a8-db04f0b3bc88,Carlos Moore,Female,23,+1-423-786-5901x42591,jessica69@example.org,Sharonmouth,14:31:38,21:09:37,251.15,Credit Card,Organic Produce,Local Farm,2023-10-14,2024-04-10 11:57:12,2
f9c40454-da97-48b6-b1dd-810c51e30b6f,Christine Mosley,Female,60,849-296-3031,curtiscantu@example.net,New Joe,15:36:17,19:09:16,350.62,Mobile Payment,Vegetables,Local Farm,2020-05-29,2024-04-10 01:54:43,1
26caf848-e9ef-4055-883b-ad7cd65475b1,Natalie Newman,Other,24,(999)392-8074x10303,williemartin@example.net,Carolineside,19:22:08,11:46:05,396.54,Mobile Payment,Herbs,Wholesale Market,2021-06-08,2024-04-13 08:18:55,1
7784f210-977b-4a16-abe4-9d7ae2f6b211,Christopher West,Female,47,789.960.7245x7171,tammywilliams@example.org,East Nicole,17:09:48,07:46:16,265.9,Cash,Organic Produce,Wholesale Market,2024-04-05,2024-04-10 03:13:25,4
423097cf-2ada-4f16-8444-a7e4f87c0e72,Rachel Martin,Other,36,758.297.1836,katherinepatrick@example.net,Conleybury,00:47:15,10:30:35,125.11,Credit Card,Vegetables,Wholesale Market,2022-01-22,2024-04-13 23:47:17,5
1c6d1ee0-ae8f-494b-ab3e-03643913a704,Harry Mcdaniel,Male,33,+1-224-788-1942,sullivanrenee@example.org,Joshuafort,07:08:52,23:32:34,170.08,Cash,Organic Produce,Wholesale Market,2024-03-15,2024-04-18 00:31:25,3
21cc23be-5be7-47b2-8da4-5c12dcf98ae5,Matthew Barton,Male,30,(235)600-9059,nicole64@example.net,Danielview,18:41:08,13:13:25,320.14,Credit Card,Fruits,Imported,2020-11-03,2024-04-12 03:13:39,2
f677bdcb-5949-45e4-ae9c-9d157180c5dd,Mr. Robert Fisher,Other,30,529-452-5786x824,matthewvega@example.net,Whiteheadberg,07:31:57,16:03:36,133.98,Cash,Fruits,Wholesale Market,2020-02-03,2024-04-09 01:06:21,1
82d0e810-605d-4fc3-9fe1-fad038c4ddb0,Mary Smith,Male,24,001-359-286-2744x8825,hallashley@example.com,North Andrew,23:09:34,05:10:28,54.47,Cash,Fruits,Local Farm,2021-09-27,2024-04-08 12:08:59,4
9872ce9a-7b88-41cf-b4a3-110fe168b005,Chad Rosario DDS,Male,51,(875)298-3430,monique92@example.org,West Kennethland,07:33:27,20:56:34,439.99,Mobile Payment,Fruits,Imported,2021-05-05,2024-04-07 12:20:56,4
91ac7dcc-69a8-4902-8d4a-c9e707a696db,Desiree Clay,Female,57,382-377-4840,andersenmichael@example.net,North Kathy,14:46:09,17:48:08,63.43,Mobile Payment,Fruits,Wholesale Market,2022-06-23,2024-04-02 02:22:05,3
299a12ba-68c7-4ff1-b444-ca1691eab463,Daniel Martinez,Female,38,(828)328-0913x354,michellemanning@example.com,West Kyle,19:52:56,01:14:41,250.76,Cash,Herbs,Local Farm,2023-11-05,2024-04-18 14:50:41,4
fb25e39a-93d2-411a-90dd-252cfa066da8,John Mitchell,Male,56,001-899-322-8507x17744,johnstonheather@example.net,Coleland,20:21:05,03:29:50,69.25,Mobile Payment,Herbs,Local Farm,2023-06-16,2024-04-25 21:15:29,5
c6b0dbb2-75d2-4925-9e3d-e4859a979003,Brett Roberts,Male,21,5858707518,snyderkeith@example.net,Lake Aimee,09:51:37,01:20:33,232.17,Cash,Vegetables,Imported,2021-08-25,2024-04-17 02:45:38,3
7ede245a-7a9e-4358-9d2a-0846076c08dd,Jessica Gonzalez,Other,67,803-622-7487x08687,tdavis@example.com,Pricestad,08:24:24,02:30:23,356.5,Cash,Organic Produce,Local Farm,2022-02-12,2024-04-12 00:30:55,1
028483cd-dbf1-4dbf-ab26-5f0626b76b33,Luke Stewart,Male,64,(582)375-8326,mcphersoncolleen@example.org,North Caleb,08:48:31,15:32:54,99.97,Cash,Vegetables,Local Farm,2023-03-08,2024-04-13 16:28:26,3
d8e6062a-963b-431f-a3ed-9695ff891fee,Miranda Sanders,Female,54,504.813.5395x57549,david54@example.net,Lake Michael,07:02:32,08:51:25,395.62,Credit Card,Vegetables,Local Farm,2019-10-01,2024-04-07 05:34:09,3
0f5678ae-d8c5-4533-be25-cb63935407a8,Sheila Rodgers,Female,20,395.831.6694x890,karen18@example.com,South Jasontown,21:06:35,22:33:01,431.18,Mobile Payment,Organic Produce,Wholesale Market,2020-01-16,2024-04-24 17:48:12,2
1f29227f-57a4-46bb-b6fb-79095a2d3dc1,Kenneth Reed,Female,39,001-665-504-4465x33046,simpsonelaine@example.com,Thomasshire,16:10:51,16:40:05,276.22,Cash,Organic Produce,Imported,2023-04-23,2024-04-02 15:31:27,2
cf61bb2b-2bb7-4152-b915-5cda762dbf8e,Lance Johnson,Female,44,(465)887-3345,zacharyjohnson@example.org,Jessebury,22:29:22,14:56:23,316.07,Credit Card,Organic Produce,Local Farm,2020-10-19,2024-04-02 02:54:10,5
d26baf34-af9e-4449-bb7b-2bd1c6226fef,Todd Jones,Female,68,(739)332-0228x31287,cynthia62@example.com,Lake Lee,13:58:43,10:29:56,380.28,Mobile Payment,Vegetables,Local Farm,2022-07-08,2024-04-07 03:59:50,5
1d1c471a-a47b-4edc-ba85-e2145b5857d3,Tyler Fernandez,Female,44,+1-281-759-5300x78580,danielle59@example.net,East Davidshire,06:41:16,16:27:10,106.17,Cash,Vegetables,Wholesale Market,2019-11-09,2024-04-09 12:24:08,1
aaa2b6f8-7a26-46bf-8677-cb7e962ae2cd,Tiffany Davis,Male,45,(974)309-8043x59072,kendra65@example.com,Lake Susan,21:49:17,00:48:02,451.25,Cash,Vegetables,Local Farm,2020-05-31,2024-04-06 12:29:39,4
22f8cf16-ebd6-44f6-983e-94637cfec71f,Kelly Forbes,Male,27,879-687-0279x412,jamesfernandez@example.net,Lake Randallberg,08:50:00,03:15:20,367.63,Credit Card,Fruits,Local Farm,2019-12-23,2024-04-03 02:42:40,4
e9d341ab-aaee-47ef-986e-364ba2063e83,Spencer Warren,Female,50,317-527-5721,wilcoxjason@example.net,Stevensshire,08:39:44,11:58:30,127.45,Credit Card,Herbs,Wholesale Market,2021-03-15,2024-04-09 05:08:30,4
a2955364-e3e4-4ef3-b31b-5acd96368d71,Dr. Jacob Gibson DVM,Female,63,528.371.3886,william84@example.net,East Sandrabury,07:45:16,14:17:03,382.53,Mobile Payment,Organic Produce,Wholesale Market,2020-07-11,2024-04-11 20:17:38,2
72f2f005-edee-43a5-805f-f5bfa63f118a,Jeffery Gallagher,Male,50,545.216.5535x980,maria41@example.org,Thomashaven,03:59:08,15:46:10,362.05,Mobile Payment,Herbs,Local Farm,2020-03-16,2024-04-18 21:50:00,4
255339b6-47c3-4fec-a71a-b6fcf7b92bf3,Jennifer Holmes,Female,40,8164214175,johnstoncolleen@example.net,Lake Rachelfurt,23:29:35,02:24:25,481.97,Mobile Payment,Herbs,Local Farm,2019-09-12,2024-04-01 09:04:46,4
2e328bc0-dd5d-4485-a923-b659b7531fe7,Yvonne Velasquez,Male,41,361.631.5551x642,michael10@example.org,East Meghanmouth,10:14:33,17:56:02,476.21,Cash,Fruits,Imported,2022-11-21,2024-04-15 08:09:47,4
84475a22-5099-4181-8485-b6d1a0920b56,Sherri Reyes,Female,22,001-290-646-9749x2761,rsmith@example.net,East Thomas,03:24:16,11:11:39,192.46,Mobile Payment,Fruits,Local Farm,2022-01-27,2024-04-17 14:07:33,4
5a521982-5983-4e8c-bccf-e49d92f0ba48,Michael Hernandez,Male,37,001-941-807-2491x536,bryanhall@example.com,Reedview,20:39:46,18:39:15,453.95,Cash,Vegetables,Local Farm,2021-12-08,2024-04-22 10:46:38,1
c4d0fe3d-ae10-4e94-8f32-683e6e5314c1,Cheryl Smith,Female,22,586.292.2461x5096,thomasdavid@example.net,North Kristin,10:10:53,19:34:33,203.49,Cash,Organic Produce,Local Farm,2021-04-06,2024-04-13 21:58:25,4
3031a46f-3831-4c5f-8711-ba68688faccb,Jeffrey Nguyen,Male,49,543.375.5861x31918,virginia28@example.org,Angelastad,10:06:45,08:31:13,116.7,Credit Card,Vegetables,Imported,2019-07-11,2024-04-03 07:41:45,4
0e0bbbfe-7f72-4163-aba3-3d1fdf34ed41,Ryan Carpenter,Other,35,(911)257-0130x486,zeaton@example.com,Nicoleborough,19:36:20,05:37:11,118.54,Mobile Payment,Organic Produce,Wholesale Market,2023-11-15,2024-04-17 20:58:11,5
d65a765d-5c5c-4332-bc5f-63b5a801d6e4,Beth Chapman,Female,60,+1-595-806-8737x44480,molly04@example.net,Alexanderburgh,22:38:43,06:40:44,266.92,Cash,Vegetables,Imported,2024-04-08,2024-04-13 04:21:54,4
846cd87b-5ee0-4161-afb6-0e2a48f7f47a,Jason Walsh,Female,55,910.418.2524,jasonfrey@example.net,Jenniferborough,22:37:28,08:35:33,302.78,Cash,Organic Produce,Imported,2020-04-27,2024-04-24 06:10:57,3
36e20649-7b8c-4cad-b667-1ab7caacccb2,Angela Klein,Other,52,817-782-9852x9802,egriffin@example.org,South Christopher,00:16:42,07:12:47,111.46,Cash,Herbs,Wholesale Market,2021-06-12,2024-04-05 23:57:05,5
575c715c-99c0-48ce-8dff-94c42a98c3c1,Amber Bentley,Male,24,395-319-3297,edwardbowen@example.org,New Kenneth,00:26:42,07:44:56,138.86,Mobile Payment,Herbs,Local Farm,2019-11-22,2024-04-24 21:27:26,2
1d53983e-06f7-4917-9105-6a43a66f29fd,Andrea Hernandez,Male,25,001-495-804-4940,matthewbanks@example.org,Doylechester,11:59:22,11:02:31,384.68,Credit Card,Vegetables,Imported,2021-07-06,2024-04-05 06:06:04,5
2c368e39-83ab-4359-8ed3-8d75da3ecf63,Jenna Mooney,Male,58,001-999-849-5991x7318,velazquezchristopher@example.org,East Alexandriafort,20:07:00,19:02:26,363.84,Mobile Payment,Organic Produce,Wholesale Market,2022-11-07,2024-04-20 20:29:59,2
53b5180a-f88e-4ce1-9899-2989d6a3514f,Theodore Smith,Other,54,472-887-5892,bullockchristina@example.com,Odonnellshire,23:03:06,16:41:29,345.07,Mobile Payment,Vegetables,Local Farm,2020-01-11,2024-04-14 23:00:11,3
34a72a86-5890-400a-b24e-34df8670bdb9,Michelle Wilson,Other,50,312.614.8497x130,chris09@example.org,Port Pamela,07:15:44,18:32:43,276.8,Credit Card,Fruits,Imported,2019-09-06,2024-04-10 14:25:21,1
fd849eea-5862-477c-ab5a-a82814d4f5f6,Thomas Roberts,Other,51,573.267.0327x95592,alexandertucker@example.net,South Phillip,19:50:27,11:41:15,180.52,Credit Card,Herbs,Local Farm,2022-04-10,2024-04-12 04:06:12,4
b3d22ad7-96d6-46a6-a13a-ec1bc7ca575c,Brian Perez,Male,52,001-677-382-3843x9065,leahfrazier@example.com,Lucaschester,14:35:50,06:53:59,138.82,Credit Card,Organic Produce,Imported,2023-09-16,2024-04-14 00:32:00,4
e2271e76-3e37-4849-b54f-3826eb4ba857,Autumn Morales,Male,58,(980)884-3119x20819,monica98@example.net,Port James,14:48:12,16:26:22,331.47,Credit Card,Organic Produce,Imported,2023-01-04,2024-04-26 02:16:39,2
0d59f6da-5b39-4bc7-90c1-62622795069a,Amanda Hernandez,Female,59,8754469572,nicholasthomas@example.com,North Alexander,02:12:38,18:43:14,439.64,Mobile Payment,Fruits,Imported,2020-04-10,2024-04-01 10:00:41,1
d950a6f0-4aa8-485c-bad9-f155f77d566f,Christopher Edwards DVM,Female,38,967-829-7397x133,mbrown@example.net,South Thomaschester,00:52:39,09:11:46,122.6,Credit Card,Fruits,Wholesale Market,2019-10-14,2024-04-04 13:34:27,4
